epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,19298.6,1.21909,0.95259,1.5856,0.81477,0.71313,0.79713,0.48505,1.44094,1.183,1.73499,5.23485e-05,5.23485e-05,5.23485e-05
174,19407.9,1.23361,0.9605,1.57978,0.81769,0.71448,0.7971,0.48403,1.44238,1.182,1.73685,4.90769e-05,4.90769e-05,4.90769e-05
175,19517.3,1.2295,0.9595,1.57769,0.81694,0.71585,0.79704,0.4837,1.44186,1.17039,1.73613,4.59171e-05,4.59171e-05,4.59171e-05
176,19627.3,1.22814,0.96104,1.58258,0.8146,0.7139,0.79681,0.48377,1.44116,1.1658,1.73463,4.28699e-05,4.28699e-05,4.28699e-05
177,19736.7,1.21783,0.92846,1.57039,0.8174,0.71248,0.797,0.48337,1.44013,1.1635,1.73408,3.99362e-05,3.99362e-05,3.99362e-05
178,19846.5,1.22915,0.93198,1.57515,0.81619,0.71258,0.79669,0.48397,1.44018,1.16405,1.73522,3.71166e-05,3.71166e-05,3.71166e-05
179,19956.1,1.21526,0.93868,1.5721,0.81242,0.71412,0.79627,0.48483,1.43785,1.16567,1.73362,3.44118e-05,3.44118e-05,3.44118e-05
180,20066.4,1.22201,0.94576,1.58046,0.81696,0.71237,0.79637,0.48477,1.43876,1.16292,1.73552,3.18225e-05,3.18225e-05,3.18225e-05
181,20176.4,1.21057,0.93311,1.5814,0.81854,0.71047,0.79721,0.48488,1.43833,1.15878,1.73602,2.93494e-05,2.93494e-05,2.93494e-05
182,20286.4,1.21675,0.94169,1.57317,0.81679,0.71219,0.79747,0.4854,1.43895,1.15828,1.73663,2.6993e-05,2.6993e-05,2.6993e-05
183,20396.7,1.22055,0.93302,1.58207,0.81617,0.71276,0.79806,0.4856,1.43813,1.16173,1.73655,2.47539e-05,2.47539e-05,2.47539e-05
184,20506,1.21957,0.93362,1.58073,0.8153,0.71515,0.79863,0.48582,1.43848,1.16729,1.73709,2.26327e-05,2.26327e-05,2.26327e-05
185,20615.1,1.21331,0.92918,1.5713,0.82425,0.70757,0.79828,0.48545,1.43774,1.16839,1.73752,2.06299e-05,2.06299e-05,2.06299e-05
186,20725.1,1.21744,0.93292,1.57411,0.82898,0.70752,0.79844,0.48615,1.4354,1.16756,1.73492,1.8746e-05,1.8746e-05,1.8746e-05
187,20834.2,1.21837,0.92171,1.56656,0.81936,0.71479,0.79897,0.48632,1.43581,1.16627,1.73541,1.69814e-05,1.69814e-05,1.69814e-05
188,20943.6,1.21325,0.92661,1.57744,0.81695,0.71414,0.79885,0.48633,1.43609,1.16453,1.73626,1.53367e-05,1.53367e-05,1.53367e-05
189,21065.6,1.22345,0.93417,1.58606,0.81782,0.71158,0.79869,0.48569,1.4364,1.16393,1.73703,1.38121e-05,1.38121e-05,1.38121e-05
190,21175.2,1.20118,0.91586,1.57181,0.81476,0.71339,0.79862,0.4857,1.43635,1.16212,1.73695,1.24081e-05,1.24081e-05,1.24081e-05
191,21284.4,1.20199,0.90761,1.56246,0.81176,0.71462,0.79819,0.4854,1.43639,1.16222,1.73653,1.11251e-05,1.11251e-05,1.11251e-05
192,21394.1,1.21254,0.91738,1.579,0.8125,0.71369,0.79819,0.48561,1.43658,1.15895,1.73624,9.96323e-06,9.96323e-06,9.96323e-06
193,21503.3,1.21197,0.92585,1.57684,0.8116,0.71369,0.79828,0.48581,1.43595,1.15757,1.73538,8.92294e-06,8.92294e-06,8.92294e-06
194,21613.4,1.20747,0.91624,1.57363,0.81066,0.71548,0.79837,0.48563,1.43601,1.15637,1.73498,8.00442e-06,8.00442e-06,8.00442e-06
195,21725.5,1.21151,0.92391,1.54704,0.8132,0.71369,0.79808,0.48565,1.43637,1.15641,1.73523,7.20792e-06,7.20792e-06,7.20792e-06
196,21836.8,1.21382,0.90443,1.56309,0.81104,0.71601,0.79797,0.48553,1.43714,1.15524,1.73547,6.53363e-06,6.53363e-06,6.53363e-06
197,21946.3,1.20026,0.91342,1.56443,0.81026,0.71699,0.79753,0.48541,1.43724,1.15452,1.73576,5.9817e-06,5.9817e-06,5.9817e-06
198,22057.2,1.19815,0.90586,1.55736,0.80815,0.71665,0.7977,0.48521,1.43814,1.15509,1.73675,5.55229e-06,5.55229e-06,5.55229e-06
199,22168.7,1.21128,0.91719,1.55677,0.82,0.70912,0.79755,0.4852,1.43825,1.15443,1.73753,5.24549e-06,5.24549e-06,5.24549e-06
200,22279.2,1.20389,0.91179,1.5662,0.8184,0.70924,0.7973,0.48504,1.43825,1.15374,1.73783,5.06138e-06,5.06138e-06,5.06138e-06
